,Combined Description Cleaned,Assignment group,LabelEncodings
11990,mwithatory condition most is missing for order customer master could you please check what wrong with we cannot create delivery because there are incomplete log error department and defined this correctly should be tax like turkey tax free trade zone from maybe to added some country also have ship the today it new form distributor big potential so priority,GRP_13,5
11991,evening working in schedule job received from job schedule job at,GRP_8,72
11994,setup newly,GRP_24,17
11997,setup for machine both,GRP_24,17
11998,setup with machine and,GRP_24,17
11999,setup for computer and,GRP_24,17
12000,microphone defective unaware extension handset scratch or stop at times,GRP_33,27
12001,microphone defective disturbed extension handset scraroundch or stop at times,GRP_33,27
12002,microphone faulty disturbed extension handset scratch or stop at times,GRP_33,27
12003,can you please help received from hi i want to know how run same report from finance regarding of allocation key for cost being different bu help,GRP_55,51
12004,can you please help received from hi i want to know how run the report from finance regarding of allocation key for cost being different shi help,GRP_55,51
12005,can you please help received from hi i want to know how run the report from finance regarding of allocation importance for cost being different bu help,GRP_55,51
12006,unable to engineering tool received from dear sir i am engineering the error is showing not connected server but application status please see touch shot for your ref best,GRP_25,18
12007,unable to engineering tool received from dear sir i am engineering the error is showing not connection server but application status please see screen shot for your ref best,GRP_25,18
12008,unable to engineering tool received from dear sir i glad engineering the error is showing not connected server but application status please see screen shot for your ref best,GRP_25,18
12009,password does not work it same is disabled,GRP_2,12
12010,password does not working it account is disabled,GRP_2,12
12011,password does not work it account be disabled,GRP_2,12
12012,looking in job schedule job received from at,GRP_6,56
12013,job in job schedule job sent from at,GRP_6,56
12014,job in job resume job received from at,GRP_6,56
12015,vendor payment through bank received from hi with effect from we propose make all bank in order to facilitate this process you be the following master for domestic list is house id be telephony of method should aw c e mail address correspondence once made please confirm so that can initiate first,GRP_10,2
12016,vendor payment through bank received from hi with effect from we propose make other bank in order to facilitate this process you are the following master for domestic list is house id be telephony of method should aw c e mail address correspondence once made please confirm so that can initiate first,GRP_10,2
12017,vendor payment through bank received from hi with effect from there propose make all bank in order to facilitate this process you are the following master for domestic list is house id be telephony of method should aw c e mail address correspondence once made please confirm so that can initiate first,GRP_10,2
12019,evening job in schedule job previously from job schedule job at,GRP_6,56
12020,evening job in next job received from job schedule job at,GRP_6,56
12021,routing logic missing for the infrastructure add below data in and determine through eastern custom solution earth cutting na drum drum south sa,GRP_21,14
12022,routing logic missing for that infrastructure add below data in and determine through region custom solution earth cutting na drum drum south sa,GRP_21,14
12023,routing logic missing for the implementation add below data in and determine through region custom solution earth cutting na drum drum south sa,GRP_21,14
12024,incorrect tax code in hello we understand from order booking team that while since yesterday they have come across many with rate material one name prod hierarchy list of few which is given above at present are correct request your assistance this on top priority as put hold all,GRP_20,13
12025,inexact tax code in hello we understand from order booking team that while since yesterday they have come across many with rate material country name prod hierarchy list of few which is given above at present are correct request your assistance this on top priority as put hold all,GRP_20,13
12026,incorrect tax code in hello we understand from order booking team that while since yesterday they have come across many with rate material country name prod hierarchy list all few which is given above at present are correct request your assistance this on top priority as put hold all,GRP_20,13
12027,looking in job schedule tool tool prod received from at,GRP_8,72
12028,job in job schedule tool tool prod sent from at,GRP_8,72
12029,good in job schedule tool tool prod received from at,GRP_8,72
12030,job in job next tool prod full received from at,GRP_8,72
12031,job within job schedule tool prod full received from at,GRP_8,72
12032,job in job schedule utility prod full received from at,GRP_8,72
12033,looking in job schedule hot received from at,GRP_8,72
12034,work in job schedule hot received from at,GRP_8,72
12035,job in job schedule hot received up at,GRP_8,72
12036,additional mlmory in e drive for server please check attachment,GRP_12,4
12037,additional memory in e drive for server here check attachment,GRP_12,4
12038,additional memory in e drive for server you check attachment,GRP_12,4
12039,m drive access received from hi team i have lost to the on myself computer please see below this same issue is for and can you arrange be,GRP_12,4
12040,m drive access received from hey team i have lost to the on my computer please see below this same issue is for and can you arrange be,GRP_12,4
12041,m drive access received from hi team i have lost to the on my computer please see below this same concern is for and can you arrange be,GRP_12,4
12042,circuit outage secondary is down since on what type of outage network x circuit power please specify outage top site yes when did it start maintenance power company power provider network maint does would a backup yes active yes contact notified remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12043,circuit outage secondary is down last on what type of outage network x circuit power please specify outage top site yes when did it start maintenance power company power provider network maint does have a backup yes active yes contact notified remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12044,circuit outage secondary is down since on think type of outage network x circuit power please specify outage top site yes when did it start maintenance power company power provider network maint does have a backup yes active yes contact notified remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12045,good in job schedule job received from at,GRP_6,56
12046,working in job schedule job received from at,GRP_6,56
12047,job in job schedule job given from at,GRP_6,56
12049,job in job schedule job receive from at,GRP_6,56
12051,job into job schedule job received from at,GRP_6,56
12052,job in job next job received from at,GRP_6,56
12053,job in job schedule job received up at,GRP_6,56
12055,job in job schedule job received from time,GRP_6,56
12056,job in job schedule job received out at,GRP_6,56
12058,looking in job schedule job received from at,GRP_9,73
12059,job in job schedule job received out at,GRP_9,73
12060,working in job schedule received from at,GRP_6,56
12062,job in job schedule previously from at,GRP_6,56
12063,job in job schedule job received out at,GRP_8,72
12064,good in job schedule job received from at,GRP_8,72
12066,unable to create shipment please provide the following what order number material or item warehouse location plant issue description error message value of counter for document in supply chain is but should be,GRP_6,56
12067,unable to create delivery please provide the following what order number material or order warehouse location plant issue description error message value of counter for document in supply chain is but should be,GRP_6,56
12068,unable to create delivery please provide the given what order number material or item warehouse location plant issue description error message value of counter for document in supply chain is but should be,GRP_6,56
12069,evening job in schedule job received from job schedule job d time,GRP_6,56
12070,evening good in schedule job received from job schedule job d at,GRP_6,56
12071,evening job in schebule job received from job schedule job d at,GRP_6,56
12072,is not direct needs revenue to,GRP_25,18
12073,is not direct well revenue to,GRP_25,18
12075,i am but not have which received by some of for business even when off line did a turned my and from the it inactive or away then people send me message,GRP_26,19
12076,i am but not have that received by many of for business even when off line did a turned my and from the it inactive or away then people send me message,GRP_26,19
12077,i am but not have that received by somyself of for business even when off line did a turned my and from the it inactive or away then people send me message,GRP_26,19
12078,need ticket stock transfer received to is not its been on an eternal circle supply chain planner,GRP_29,22
12079,need ticket stock tronesfer received from is not its been on an eternal circle supply chain planner,GRP_29,22
12080,need ticket stock tranothersfer received from is not its been on an eternal circle supply chain planner,GRP_29,22
12081,instthell a printer in maintenance area,GRP_3,23
12082,intostall a printer in maintenance area,GRP_3,23
12083,install a printer in maintain area,GRP_3,23
12084,application response time other network work normally please provide in the template here if multiple are impacted use quick ticket folder site location user id ad system you seeing performance on please list all bob production server name that slow create an order and area this to finance as per how can issue be replicated by it support group other this yes attach relevant exact times when attached l contact no,GRP_13,5
12085,application response time other network work normally please provide in the template below if multiple are impact use quick ticket folder site location user id ad system you seeing performance on please list all bob production server name that slow create an order and area this to finance as per how can issue be replicated by it support group other this yes attach relevant exact times when attached l contact no,GRP_13,5
12086,application response time other network work normally please provide in the template below if multiple are impacted use quick ticket folder site area user id ad system you seeing performance on please list all bob production server name that slow create an order and area this to finance as per how can issue be replicated by it support group other this yes attach relevant exact times when attached l contact no,GRP_13,5
12087,check my security for the ethics collaboration platform page received from hi please collaboration platform page i am trying to a file category folder been able category but some reason cannot into suspect setting manager global and compliance,GRP_27,20
12088,check my security for the ethics collaboration platform page received from hi please collaboration platform page i am going to a file category folder was able category but some reason cannot into suspect setting manager global and compliance,GRP_27,20
12089,check my security for the ethics collaboration platform page received from hi please collaboration platform page i am trying to a file category folder was able category but some reason cannot up suspect setting manager global and compliance,GRP_27,20
12092,evening job in time job received from job schedule job d at,GRP_6,56
12093,site contact circuit outage in south that today between and the was not work they have local which confirmed working fine could you please investigate of router let us know your i am team did about issue,GRP_4,34
12094,site contact circuit outage in south that today between and one was not working they have local which confirmed working fine could you please investigate of router let us know your i am team did about issue,GRP_4,34
12095,site contact circuit outage in south that today between and the was not working they have local which confirmed working fine could you please investigate of router let us know you i am team did about issue,GRP_4,34
12096,circuit company is down at on site up primary circuit what type of outage network x circuit power please specify outage top no when did it start maintesance power no company power provider network maint does have a backup yes active yes contact notified remote dialing na equipment reset na working yes vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12097,circuit company is down at on site up primary circuit what type of outage network x circuit power please specify outage top no when did it start maintenance power no company power provider network maint does have a backup yes active yes contact notified remote dialing na supply reset na working yes vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12098,signal company is down at on site up primary circuit what type of outage network x circuit power please specify outage top no when did it start maintenance power no company power provider network maint does have a backup yes active yes contact notified remote dialing na equipment reset na working yes vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12099,power interruption site is hard down at on what type of x network circuit power please specify outage top no when did it start maintenance power no company provider network maint does have a backup circuit active no contact notified remote dialing na equipment reset na working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12100,power outage site is hard down at on what type of x network circuit power please specify outage top no when did it going maintenance power no company provider network maint does have a backup circuit active no contact notified remote dialing na equipment reset na working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12102,average disk free on c is now which below the warning threshold threshold out one total size,GRP_12,4
12103,average disk free on c is it which below the warning threshold threshold out of total size,GRP_12,4
12104,average dbek free on c is now which below the warning threshold threshold out of total size,GRP_12,4
12105,please refer map type invalid error,GRP_11,3
12106,please refer map type correct error,GRP_11,3
12107,please assume map type incorrect error,GRP_11,3
12108,application response time various network work normally please provide in the template below if multiple are impacted use quick ticket folder site location corporate user id ad system you seeing performance on please list all bob that slow create an order quote area this to finance how can issue be replicated by it support group other this attach relevant and exact times when q is stuck my i try go it am cannot save out,GRP_13,5
12109,application response time other network work normally here provide in the template below if multiple are impacted use quick ticket folder site location corporate user id ad system you seeing performance on please list all bob that slow create an order quote area this to finance how can issue be replicated by it support group other this attach relevant and exact times when q is stuck my i try go it am cannot save out,GRP_13,5
12110,application response time other network work normally please provide in the tag below if multiple are impacted use quick ticket folder site location corporate user id ad system you seeing performance on please list all bob that slow create an order quote area this to finance how can issue be replicated by it support group other this attach relevant and exact times when q is stuck my i try go it am cannot save out,GRP_13,5
12111,major problem with inventory the needs to be because it heavily amount of production i can put out on floor however multiple people and are affected not just me this many additional received from am an issue oracle powder charging system automatically issuing material in we use extra man manually entering data efficiency accuracy or,GRP_45,40
12112,major problem with inventory the needs to be because it heavily amount of production i can put out on floor also multiple people and are affected not just me this many additional received from am an issue oracle powder charging system automatically issuing material in we use extra man manually into data efficiency accuracy or,GRP_45,40
12113,major question with inventory the needs to be because it heavily amount of production i can put out on floor also multiple people and are affected not just me this many additional received from am an issue oracle powder charging system automatically issuing material in we use extra man manually entering data efficiency accuracy or,GRP_45,40
12114,wi is down since am on,GRP_8,72
12116,ar is off since am on,GRP_8,72
12117,secure to security group add me the group,GRP_2,12
12118,access to security join add me the group,GRP_2,12
12119,access make security group add me the group,GRP_2,12
12120,error message in message object notification customer operation not your user master,GRP_11,3
12121,error message in message object notice business operation not your user master,GRP_11,3
12122,error message in message object notification business operation not your functionality master,GRP_11,3
12123,transfer provided from old to new,GRP_3,23
12124,transfer information this old to new,GRP_3,23
12125,transfer information from old to latest,GRP_3,23
12126,cannot print in blue printer not working,GRP_3,23
12127,cannot poster in color printer not working,GRP_3,23
12128,canbut print in color printer not working,GRP_3,23
12129,unable to reaching the destination server is it,GRP_12,4
12130,unable to reach one destination server is it,GRP_12,4
12131,unable to reach the trip server is it,GRP_12,4
12132,press does nothingt save data for material check order no,GRP_20,13
12133,press does not you data for material check order no,GRP_20,13
12134,press does not save data for provided check order no,GRP_20,13
12135,set up hesitate forward to after the measuring device been converted must be for before should by august th employee comes back on august th,GRP_42,37
12136,set up please forward to after the measuring device been converted must be for after should by august th employee comes back on august th,GRP_42,37
12137,set up please again to after the measuring device been converted must be for before should by august th employee comes back on august th,GRP_42,37
12138,move workplace please forward to measuring device must be switched this program in hall formerly valve control should,GRP_42,37
12139,move workplace please forward to measuring controller must be switched from program in hall formerly valve control should,GRP_42,37
12140,move workplace please forward to measurintog device must be switched from program in hall formerly valve control should,GRP_42,37
12141,access to q drive for w received from hello can you help put in a ticket the quality assurance q employee whale i could copied owner of drive manager permission,GRP_12,4
12142,access to q drive with w received from hello can you help put in a ticket the quality assurance q employee whale i have copied owner of drive manager permission,GRP_12,4
12143,access to q drive for w received from hello can you help put in a ticket same quality assurance q employee whale i have copied owner of drive manager permission,GRP_12,4
12144,there audio device,GRP_62,59
12145,no sound device,GRP_62,59
12146,nothing audio device,GRP_62,59
12147,unable to open in user operating,GRP_19,11
12148,unable to open in user control,GRP_19,11
12149,unable to open the user system,GRP_19,11
12150,data transfer received from hello there are apparel hotly wbuth the of stamp times eu tool digit personnel see below kind by sent th to subject temporary employee hello everybody since been stamping his card in eu tool then not to here something is wrong no or trunk number we have first an master can it be because please check yours sincerely best,GRP_25,18
12151,data transfer received up hello there are apparel hotly with the of stamp times eu tool digit personnel see below kind by sent th to subject temporary employee hello everybody since been stamping his card in eu tool then not to here something is wrong no or trunk number we have first an master can it be because please check yours sincerely best,GRP_25,18
12152,data transfer received from hello rere are apparel hotly with the of stamp times eu tool digit personnel see below kind by sent th to subject temporary employee hello everybody since been stamping his card in eu tool then not to here something is wrong no or trunk number we have first an master can it be because please check yours sincerely best,GRP_25,18
12153,amy web are not running running please investigate at the,GRP_14,6
12154,bob web are not running running please investigation at the,GRP_14,6
12155,bob web are not running running you investigate at the,GRP_14,6
12156,internationaf for payment method l august an re we are looking into the development which were recently will get back to you by tomorrow sorry any inconvenience,GRP_10,2
12157,international for payment method l august an re we are looking into the development which were already will get back to you by tomorrow sorry any inconvenience,GRP_10,2
12158,international for payment method l august an re we are looking into the development which were recently will get back to you with tomorrow sorry any inconvenience,GRP_10,2
12159,does not stay on power light stays for mtheute only and goes off from sent august to subject dear sir damage dell lit in see attachment thank the response best,GRP_19,11
12160,does not stay on power light stays for minute only and goes off to sent august to subject dear sir damage dell lit in see attachment thank the response best,GRP_19,11
12161,does not stay on power light stays for minute only and goes off from sent august to regarding dear sir damage dell lit in see attachment thank the response best,GRP_19,11
12162,to remove plant plant assignment sale project specific this was supposed be removed immediately after at however we removing assignment shipment from assigned only for business requirement may come in future,GRP_13,5
12163,to remove produce plant assignment sale project related this was supposed be removed immediately after at however we removing assignment shipment from assigned only for business requirement may come in future,GRP_13,5
12164,to remove plant plant assignment sale project related this was supposed be removed immediately after at however we removing assignment shipment from assigned only for customer requirement may come in future,GRP_13,5
12165,due make a security update no network connection is possible because of possible error message connection,GRP_33,27
12166,due to a security upgrade no network connection is possible because of possible error message connection,GRP_33,27
12167,due to a security update no network connection is possibly because of possible error message connection,GRP_33,27
12168,change o license to s to k could you please the of following s k cost center pam pereira grateful,GRP_34,28
12169,change o license from s to k could you please the of following s k expense center pam pereira grateful,GRP_34,28
12170,change o license from s to k could you please the of following s k pay center pam pereira grateful,GRP_34,28
12171,sdarver production disk free on e is now which below the warning threshold,GRP_12,4
12172,client production disk free on e is now which below the warning threshold,GRP_12,4
12173,server production disk full on e is now which below the warning threshold,GRP_12,4
12174,cannot release order does not print leaves,GRP_45,40
12175,cannot release without does not print plant,GRP_45,40
12176,cannot release order if not print plant,GRP_45,40
12177,account once,GRP_72,70
12178,production cannot be printed out error connection to system production order interface with destination production order interface incorrect error then opening an,GRP_45,40
12179,production cannot be printed out error connection to system production order interface with destination production order interface incorrect error when first an,GRP_45,40
12180,production cannot be printed out error connection to same production order interface with destination production order interface incorrect error when opening an,GRP_45,40
12183,job in job regular hot received from at,GRP_8,72
12184,here in we have with printing from though is a production order interface error,GRP_14,6
12185,go in we have with printing from there is a production order interface error,GRP_14,6
12186,here in we have with printing from there is a production order user error,GRP_14,6
12187,error received from nothing is paper out message with best,GRP_33,27
12188,error received from anything is printed out message with best,GRP_33,27
12189,error received from nothing is print out message with best,GRP_33,27
12191,no connection to the production order interface production order interface vendor conn fu hello we have server i think server which down cannot print production in error,GRP_45,40
12192,no connection to the production order interface production order interface vendor conn fu hello we have server i think server is down cannot poster production in error,GRP_45,40
12193,no connection to the production order interface production order interface vendor conn fu hello we have server i guess server is down cannot print production in error,GRP_45,40
12197,scanner defect,GRP_24,17
12198,business client issue find material code are available that searching result is via specification,GRP_14,6
12199,business client issue search material code are available that finding result is via specification,GRP_14,6
12200,business client issue finding material code are available that searching result is via specification,GRP_14,6
12201,ethics for employee training course not received from hello team good morning please your help to add my member aria is doing in company since march and despite all our she never the invitation as be by were below request if further let us know,GRP_23,16
12202,ethics for employee training course not received from hello team good morning please your help to add my member aria is working in company since march and despite all our she never the invitation as be by were below request if further let us why,GRP_23,16
12203,ethics for employee training course not received from hello team good morning please your help to add my member aria is working in company since march and despite these our she never the invitation as be by were below request if further let us know,GRP_23,16
12204,of the in bios adapter not working,GRP_19,11
12205,of the in dell adapter should working,GRP_19,11
12206,of same in dell adapter not working,GRP_19,11
12207,which not booking up up user already spoken to computer name,GRP_28,21
12208,is not booking up up user already spoken to remotely name,GRP_28,21
12209,is not booking up up user already spoken to computer as,GRP_28,21
12210,business client problem specification searching in is not any works,GRP_14,6
12211,business client issue specification searching in is not any work,GRP_14,6
12212,business client issue requirement searching in is not any works,GRP_14,6
12213,issue on in distributor tool we have agreed price with many of of for a given period and this is through condition zinc distributor tool it order sold to ship combination till august flat rate deployment did not any today when distributor tried book condition initial screen correct price but item selected quick on getting list less standard discount instead retaining,GRP_21,14
12214,issue on in distributor use we have agreed price with many of the for a given period and this is through condition zinc distributor tool it order sold to ship combination till august flat rate deployment did not any today when distributor tried book condition initial screen correct price but item selected quick on getting list less standard discount instead retaining,GRP_21,14
12216,network outage site is hard down at am on what type of outage x network circuit power please specify outage top there when did it start maintenance power no company power provider network maint does have a backup circuit no active no contact notified yes phone warehouse tool mail remote dialing na equipment reset no working no vendor ticket global vendor vendor yes additional diagnostics,GRP_8,72
12217,network outage site is so down at am on what type of outage x network circuit power please specify outage top no when did it start maintenance power no company power provider network maint does have a backup circuit no active no contact notified yes phone warehouse tool mail remote dialing na equipment reset no working no vendor ticket global vendor vendor yes additional diagnostics,GRP_8,72
12218,network outage site is hard down at am on what type of outage x network circuit power please refer outage top no when did it start maintenance power no company power provider network maint does have a backup circuit no active no contact notified yes phone warehouse tool mail remote dialing na equipment reset no working no vendor ticket global vendor vendor yes additional diagnostics,GRP_8,72
12219,not working connected to the phone system in server room at company is working please could you and fix there,GRP_19,11
12220,not working connected make the phone system in server room at company is working please could you and fix problem,GRP_19,11
12221,not working connected to the phone system in server room at company is working please could you both fix problem,GRP_19,11
12225,power adaptor in station is faulty if i connect my to and try on encounter the attached message have confirmed that message does not appear use connected or another station serial number of had location k,GRP_19,11
12226,power adaptor in station is faulty if i connect my to and try on encounter the attached message have confirmed that message does not appear use external or a station serial number of had location k,GRP_19,11
12227,power adaptor in station is faulty if i connect my to and try on encounter the attached message have confirmed that message if not appear use external or another station serial number of had location k,GRP_19,11
12228,circuit outage is down at since am out site up what type of network x circuit power please specify outage top yes when did it start am maintenance power no company power provider network maint does have a backup yes active yes contact notified no remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12229,circuit outage is down at since am on site up what type of network x circuit power please specify outage top yes when did it start am maintenance power no company power provider network maint does have a backup yes active yes contact informed no remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12230,circuit outage is down at since am on site up what type of network x circuit turn please specify outage top yes when did it start am maintenance power no company power provider network maint does have a backup yes active yes contact notified no remote dialing equipment reset working vendor ticket global vendor vendor additional diagnostics,GRP_8,72
12231,thermal warning the temperature of switch orange threshold,GRP_4,34
12232,samermal warning the temperature of switch red threshold,GRP_4,34
12233,thermal warning the temperature of turn red threshold,GRP_4,34
12234,help to install in a computer law hi team i need your reinstall antivirus law the do not working if you have more here contact me,GRP_50,46
12235,help to install in a computer law hello team i need your reinstall antivirus law the do not working if you have more please contact me,GRP_50,46
12236,help to thestall in a computer law hi team i need your reinstall antivirus law the do not working if you have more please contact me,GRP_50,46
12237,dell boot up failure had to try restart the multiple times system a loop finally got and running be issue with again shut off computer name os win contact,GRP_3,23
12238,dell boot up foneilure had to try restart the multiple times system a loop finally got and running be issue with again shut down computer name os win contact,GRP_3,23
12239,dell boot up failure had to try restart the multiple times same a loop finally got and running be issue with again shut down computer name os win contact,GRP_3,23
12240,evenplaceg job in schedule job received from job schedule job at,GRP_5,45
12241,evening looking in schedule job received from job schedule job at,GRP_5,45
12242,evening working in schedule job received from job schedule job at,GRP_5,45
12243,latest employee needs desk phone phone,GRP_3,23
12244,new employee needs desk call phone,GRP_3,23
12245,new employee needs room phone phone,GRP_3,23
12246,global it that is trying to send the review by customer contact was originally so would only get sent employee should never refer attached picture did someone change something please investigate and advise,GRP_15,7
12247,global it that is trying to send the review by customer contact was originally so would only get sent employee be never refer attached screen did someone change something please investigate and advise,GRP_15,7
12248,global it that is trying to send the review by customer contact was originally so would only get sent employee should never refer attached screen did someone same something please investigate and advise,GRP_15,7
12249,create for ad group the in is to be other lower case,GRP_2,12
12250,create for ad group the in is to being all lower case,GRP_2,12
12251,create for ad group the the is to be all lower case,GRP_2,12
12252,evening job in next job received from job schedule job d at,GRP_6,56
12253,evening job in schedule job sent from job schedule job d at,GRP_6,56
12254,evening job in schedule job received out job schedule job d at,GRP_6,56
12255,dynamics advanced find ribbon concern the in is making it difficult to query see attached,GRP_40,35
12256,dynamics advanced find ribbon issue the in is making it however to query see attached,GRP_40,35
12257,dynamics advanced find ribbon issue the in is making it difficult to query sure attached,GRP_40,35
12258,when phone connection is intermittent cannot use desk phone for and my activation other people at have about the same thing,GRP_4,34
12259,when phone connection is intermittent cannot use desk phone for as my cell other people at have about the same thing,GRP_4,34
12260,when phone connection is intermittent cannot use desk phone for and my cell other people at have about the same really,GRP_4,34
12261,error in engineering easy bill this would need to be a ticket so please assign the analytics technical team might that t account for is locked out can republish an account,GRP_9,73
12262,error in engineering tool bill this would need to be a ticket so please assign the analytics technical team might that t account for is locked going can republish an account,GRP_9,73
12263,error in engineering tool bill this would need to be a ticket so please assign the analytics technical team might that t account for is locked out can reprint an account,GRP_9,73
12267,scan for server completion new category task owner documentation see attached profile global security create and add the appropriate group local implement easy to tool inventory management antivirus nawab run backup configure,GRP_2,12
12268,scan for server completion new category task owner necessary see attached profile global security create and add the appropriate group local implement tool to tool inventory management antivirus nawab run backup configure,GRP_2,12
12269,scan for server completion new category task owner documentation see attached profile global security create and add the appropriate group local implement tool to tool inventory business antivirus nawab run backup configure,GRP_2,12
12270,shop floor from sent august to subject amar re help desk we are in the winning cell please assign support group to work on this issue that not all production they bagging posting let myself know what further you need from me,GRP_43,38
12271,shop floor from sent august to subject amar re help desk we are the the winning cell please assign support group to work on this issue that not all production they bagging posting let me know what further you need from me,GRP_43,38
12272,shop floor this sent august to subject amar re help desk we are in the winning cell please assign support group to work on this issue that not all production they bagging posting let me know what further you need from me,GRP_43,38
12273,hardware issue then user is trying to use a separate computer t install getting message that cannot connect the domain either because controller down or otherwise unavailable your account was not found this needs replace dead in shop floor and need make it up running,GRP_3,23
12274,hardware issue when user is trying to use a separate computer t install getting message that cannot connect that domain either because controller down or otherwise unavailable your account was not found this needs replace dead in shop floor and need make it up running,GRP_3,23
12275,hardware issue when user is trying to use a separate computer t install getting message that canshould connect the domain either because controller down or otherwise unavailable your account was not found this needs replace dead in shop floor and need make it up running,GRP_3,23
12276,trying to access collaboration platform site this collaboration platform site i believe it was by bill who back the company on and havent received a response,GRP_16,8
12277,tried to access collaboration platform site this collaboration platform site i believe it was by bill who left the company on and havent received a response,GRP_16,8
12278,trying to access collaboration platform links this collaboration platform site i believe it was by bill who left the company on and havent received a response,GRP_16,8
12279,hi team my random shut down problem even it now no battery i lose important unpaved data because of it please replace or rectify the issue as soon possible,GRP_3,23
12280,hi team my random shut down problem still it now no battery i lose important unpaved data even of it please replace or rectify the issue as soon possible,GRP_3,23
12281,hi team my random shut down problem still it now no battery i lose important unpaved data because of it please replace or rectify the issue as soon possibly,GRP_3,23
12282,urgent need full access for all german hi could you please me data in description id can be or approval provided by,GRP_2,12
12283,urgent need full access and all german hi could you please me data in reference id can be or approval provided by,GRP_2,12
12284,urgent need full access for all german hi could you please know data in reference id can be or approval provided by,GRP_2,12
12285,increase the from to for client,GRP_12,4
12286,increase of from to for server,GRP_12,4
12287,reduced the from to for server,GRP_12,4
12288,zip code into account in does not with hello was however it move to the error post is valid do we know what withmat postal should be for can share regarding team please,GRP_40,35
12289,zip code into account in does not with hello was however it move to the error post is valid do we know what format postal should will for can share regarding team please,GRP_40,35
12290,zip code into account in does not with hello was however it move to the error post is valid do we know what format postal should be for can bring regarding team please,GRP_40,35
12291,decommission of little from sent to subject hi you can remove the old from domain now i have not to access it recently let me know when are done and will power down move into storage,GRP_12,4
12292,decommission of old from sent to subject hi you can remove the old from domain now i have not to access it recently let know know when are done and will power down move into storage,GRP_12,4
12293,decommhaventssion of old from sent to subject hi you can remove the old from domain now i have not to access it recently let me know when are done and will power down move into storage,GRP_12,4
12294,low disk space on f drive from sent august to subject hi i was my access to for tomorrow dot net application deployment and f is running out of with only free space this if not request your help clear off any temporary up some in you can move over between,GRP_12,4
12295,low disk space on f drive from sent august able subject hi i was my access to for tomorrow dot net application deployment and f is running out of with only free space this if not request your help clear off any temporary up some in you need move over between,GRP_12,4
12296,low disk space on f drive from sent august to subject hi i was my secure to for tomorrow dot net application deployment and f is running out of with only free space this if not request your help clear off any temporary up some in you need move over between,GRP_12,4
12297,t drive folder access to directeithery user id id position title title manager directory all under type of access read only or full control control name supervisor name,GRP_34,28
12298,t drive folder access to directory user id id position title title manager directory all under type of access see only or full control control name supervisor name,GRP_34,28
12299,t drive folder provide to directory user id id position title title manager directory all under type of access read only or full control control name supervisor name,GRP_34,28
12300,telephony the of payment are not in line between and cusmakemer story days net i that both should reflect same data according to information received from it was by finance could you please change back,GRP_15,7
12301,telephony the of payment are not in line between and customer story days net i that both should reflect same data according to information received from something was by finance could you please change back,GRP_15,7
12302,telephony the of payment are not in line between and customer story days net i that both should reflect same data according to information received out it was by finance could you please change back,GRP_15,7
12303,extending plant on with missing incorrect extended to plant missing incorrect and incorrect plant map type delivery well plant in addition when price control is v depending source it should be s this always needs corrected manually,GRP_29,22
12304,extending plant on wthath missing incorrect extended to plant missing incorrect and incorrect plant map type delivery for plant in addition when price control is v depending source it should be s this always needs corrected manually,GRP_29,22
12305,extending plant on wbuth missing incorrect extended to plant missing incorrect and incorrect plant map type delivery for plant in addition when price control is v depending source it should be s this always needs corrected manually,GRP_29,22
12306,master by are in and material statistics statistics extended on august which we had to correct this morning today that were blank corrected if manually many the system does not allow us save with a blank need populate these,GRP_29,22
12307,master by are in and material statistics statistics extended on june which we had to correct this morning today that were blank corrected if manually these the system does not allow us save with a blank need populate these,GRP_29,22
12308,master by are in and material statistics statistics extending on august which we had to correct this morning today that were blank corrected if manually these the system does not allow us save with a blank need populate these,GRP_29,22
12309,device upgrade setup new m map old,GRP_28,21
12310,connected replacement setup new m map old,GRP_28,21
12311,device replacelent setup new m map old,GRP_28,21
12312,holiday list needs rebuilt someone all of the from on hub there should should a backup in that can please restore list,GRP_16,8
